year,colony,nestcode_rearing,ring,date_hatch,mass_50,wing_50,sternum_50,brood_size
2015,Solothurn,BT2015A50,ring_002881,01/06/15,99.8,219,39.8,2
2015,Solothurn,BT2015A50,ring_002361,01/06/15,91.5,210,39.5,2
2015,Solothurn,BT2015A67,ring_001026,08/06/15,93.8,207,39.2,2
2015,Solothurn,BT2015A67,ring_000615,08/06/15,97,198,36.9,2
2015,Solothurn,BT2015A11,ring_000640,08/06/15,97,210,37.1,3
2015,Solothurn,BT2015A11,ring_002534,08/06/15,96.6,215,42.3,3
2015,Solothurn,BT2015A11,ring_001884,08/06/15,90,204,40,3
2015,Solothurn,BT2015A71,ring_000296,05/06/15,98.2,219,40.3,3
2015,Solothurn,BT2015B16,ring_001503,08/06/15,98.8,205,37.2,3
2015,Solothurn,BT2015B2,ring_001570,06/06/15,95.5,204,40.4,3
2015,Solothurn,BT2015B2,ring_003166,06/06/15,94.1,209,39.6,3
2015,Solothurn,BT2015B2,ring_002561,06/06/15,97.2,211,41.1,3
2015,Solothurn,BT2015C38,ring_001631,08/06/15,92.2,210,40.5,3
2015,Solothurn,BT2015B86,ring_001447,08/06/15,76.8,190,37.3,3
2015,Solothurn,BT2015C94,ring_000493,08/06/15,99.2,199,38.3,3
2015,Solothurn,BT2015C94,ring_001663,08/06/15,107,222,38.8,3
2015,Solothurn,BT2015C94,ring_003046,08/06/15,104,220,41,3
2015,Solothurn,BT2015C29,ring_001971,06/06/15,86.9,200,40.8,3
2015,Solothurn,BT2015E43,ring_001279,06/06/15,105.7,217,40.2,3
2015,Solothurn,BT2015E43,ring_001538,06/06/15,103.3,216,40.4,3
2015,Solothurn,BT2015G37,ring_002375,05/06/15,97.8,223,39.8,3
2015,Solothurn,BT2015G37,ring_003095,05/06/15,91.6,216,39.1,3
2015,Solothurn,BT2015G14,ring_002908,08/06/15,84.9,202,38.4,3
2015,Solothurn,BT2015G14,ring_001123,08/06/15,95.8,224,41.2,3
2015,Solothurn,BT2015G10,ring_001122,09/06/15,96.1,200,38.6,3
2015,Solothurn,BT2015G10,ring_001643,09/06/15,94.1,197,36.5,3
2015,Solothurn,BT2015G10,ring_001565,09/06/15,97.5,191,39.4,3
2015,Solothurn,BT2015G83,ring_000135,07/06/15,97.2,209,38.8,3
2015,Solothurn,BT2015G83,ring_001101,07/06/15,85.1,206,38.9,3
2015,Solothurn,BT2015G83,ring_000035,07/06/15,78.6,174,36.6,3
2015,Solothurn,BT2015G107,ring_002727,06/06/15,95.7,223,38.5,2
2015,Solothurn,BT2015G107,ring_002956,06/06/15,93.9,213,38.5,2
2015,Solothurn,BT2015H57,ring_002577,09/06/15,93.4,222,40.3,3
2015,Solothurn,BT2015H57,ring_000382,09/06/15,98.1,221,39.2,3
2015,Solothurn,BT2015H27,ring_001346,06/06/15,97.4,219,39.5,2
2015,Solothurn,BT2015H27,ring_001117,06/06/15,94.9,214,38.6,2
2015,Solothurn,BT2015H41,ring_000036,11/06/15,94.4,221,37.9,2
2015,Solothurn,BT2015H41,ring_001675,11/06/15,87.7,218,36.3,2
2015,Solothurn,BT2015H26,ring_000991,13/06/15,85,216,40.1,2
2015,Solothurn,BT2015H26,ring_001732,13/06/15,101.6,229,41.7,2
2015,Solothurn,BT2015H74,ring_003073,08/06/15,100.4,203,36.5,2
2015,Solothurn,BT2015H70,ring_000321,10/06/15,94.2,198,37.7,2
2015,Solothurn,BT2015H25,ring_002962,09/06/15,103.9,207,39.1,3
2015,Solothurn,BT2015H25,ring_000084,09/06/15,98.1,211,38,3
2015,Solothurn,BT2015A58,ring_003035,11/06/15,87.9,213,38.7,3
2015,Solothurn,BT2015A58,ring_002261,11/06/15,91.7,208,39.3,3
2015,Solothurn,BT2015A58,ring_002043,11/06/15,95.1,219,40.1,3
2015,Solothurn,BT2015A72,ring_002512,12/06/15,93.3,227,39,1
2015,Solothurn,BT2015B47,ring_000772,12/06/15,83.7,210,37.9,3
2015,Solothurn,BT2015B47,ring_000410,12/06/15,92.7,222,39.1,3
2015,Solothurn,BT2015B47,ring_002404,12/06/15,102.2,214,39,3
2015,Solothurn,BT2015B56,ring_002921,11/06/15,91.9,225,40,3
2015,Solothurn,BT2015B56,ring_001671,11/06/15,79.4,210,39.8,3
2015,Solothurn,BT2015B56,ring_001106,11/06/15,89.4,224,40.6,3
2015,Solothurn,BT2015B44,ring_000618,13/06/15,89.1,198,38.5,2
2015,Solothurn,BT2015B44,ring_002607,13/06/15,104.5,221,39.4,2
2015,Solothurn,BT2015D97,ring_002800,09/06/15,85.9,222,40.8,3
2015,Solothurn,BT2015D97,ring_001373,09/06/15,97.8,226,40,3
2015,Solothurn,BT2015C28,ring_002320,11/06/15,102.1,221,39.4,3
2015,Solothurn,BT2015D721,ring_000203,10/06/15,100.2,225,40,3
2015,Solothurn,BT2015D721,ring_001940,10/06/15,103.5,226,41.7,3
2015,Solothurn,BT2015E66,ring_002273,10/06/15,83.2,221,39.4,3
2015,Solothurn,BT2015E98,ring_002610,10/06/15,86,221,39.2,3
2015,Solothurn,BT2015E98,ring_002825,10/06/15,95.7,222,38.8,3
2015,Solothurn,BT2015E98,ring_002284,10/06/15,99.3,220,39.4,3
2015,Solothurn,BT2015E51,ring_002502,10/06/15,88.9,220,39.9,3
2015,Solothurn,BT2015E51,ring_002509,10/06/15,91.6,214,38.2,3
2015,Solothurn,BT2015B86,ring_001674,08/06/15,76.3,184,39.1,3
2015,Solothurn,BT2015C13,ring_001265,13/06/15,85.2,201,36,3
2015,Solothurn,BT2015F36,ring_000316,14/06/15,88.4,224,37.4,3
2015,Solothurn,BT2015F36,ring_001657,14/06/15,101,213,36.7,3
2015,Solothurn,BT2015F21,ring_001223,14/06/15,99.2,197,37,3
2015,Solothurn,BT2015F21,ring_000886,14/06/15,88.8,205,36.4,3
2015,Solothurn,BT2015F8,ring_000940,14/06/15,104.7,218,38,2
2015,Solothurn,BT2015H53,ring_002630,16/06/15,97.2,219,39,2
2015,Solothurn,BT2015H53,ring_001805,16/06/15,100.2,211,41.7,2
2015,Solothurn,BT2015D721,ring_001093,10/06/15,101.5,210,41.3,3
2015,Solothurn,BT2015F8,ring_001866,14/06/15,93.1,203,37.1,2
2016,Solothurn,BT2016A63,ring_002153,13/06/16,105.8,220,38.6,1
2016,Solothurn,BT2016B19,ring_000625,14/06/16,90.8,220,38.7,1
2016,Solothurn,BT2016B34,ring_000069,13/06/16,103.4,221,39.7,4
2016,Solothurn,BT2016B34,ring_000032,13/06/16,98.9,210,39.6,4
2016,Solothurn,BT2016B34,ring_002791,13/06/16,95.4,215,39.3,4
2016,Solothurn,BT2016B44,ring_000301,13/06/16,91.8,216,40.8,3
2016,Solothurn,BT2016B44,ring_001914,13/06/16,100.3,202,40,3
2016,Solothurn,BT2016B86,ring_001376,12/06/16,91.9,223,41,4
2016,Solothurn,BT2016B86,ring_000256,12/06/16,81.4,219,40.6,4
2016,Solothurn,BT2016C94,ring_002977,11/06/16,93,225,39.5,2
2016,Solothurn,BT2016C94,ring_000568,11/06/16,104.8,230,41.5,2
2016,Solothurn,BT2016E66,ring_001020,12/06/16,85.6,220,40.2,3
2016,Solothurn,BT2016E66,ring_000328,12/06/16,90.7,226,41,3
2016,Solothurn,BT2016C6,ring_000319,14/06/16,97.2,214,40.6,3
2016,Solothurn,BT2016C6,ring_001303,14/06/16,104,215,39.9,3
2016,Solothurn,BT2016C6,ring_001849,14/06/16,94.4,218,38.7,3
2016,Solothurn,BT2016A46,ring_001778,20/06/16,100.7,206,38.7,3
2016,Solothurn,BT2016A46,ring_001839,20/06/16,92.3,199,37.6,3
2016,Solothurn,BT2016E23,ring_001240,14/06/16,99.7,215,39.9,3
2016,Solothurn,BT2016E23,ring_001608,14/06/16,101.3,215,39.6,3
2016,Solothurn,BT2016E23,ring_003049,14/06/16,96.6,215,38,3
2016,Solothurn,BT2016E3,ring_002115,23/06/16,105.9,213,39,2
2016,Solothurn,BT2016E3,ring_000285,23/06/16,93.9,216,37.9,2
2016,Solothurn,BT2016E51,ring_000363,17/06/16,92.2,211,39.1,2
2016,Solothurn,BT2016E51,ring_001189,17/06/16,92.5,213,39.2,2
2016,Solothurn,BT2016F4,ring_000097,23/06/16,86.6,209,38.9,3
2016,Solothurn,BT2016F4,ring_000233,23/06/16,80.3,210,38.8,3
2016,Solothurn,BT2016F4,ring_001831,23/06/16,81.8,209,39.1,3
2016,Solothurn,BT2016F36,ring_000052,24/06/16,71.6,194,37,3
2016,Solothurn,BT2016F36,ring_001455,24/06/16,84.2,209,39.6,3
2016,Solothurn,BT2016F35,ring_002581,17/06/16,92.3,212,39.6,3
2016,Solothurn,BT2016F35,ring_000103,17/06/16,88.6,217,38.7,3
2016,Solothurn,BT2016F35,ring_000765,17/06/16,78,190,38,3
2016,Solothurn,BT2016B47,ring_002256,17/06/16,104,214,40.1,2
2016,Solothurn,BT2016B47,ring_002656,17/06/16,109.4,213,40.1,2
2016,Solothurn,BT2016G14,ring_001738,04/07/16,83.7,221,39.5,1
2016,Solothurn,BT2016H53,ring_002811,19/06/16,102.4,206,39,2
2016,Solothurn,BT2016H53,ring_002697,19/06/16,100.7,197,41.5,2
2016,Solothurn,BT2016H106,ring_001404,26/06/16,84.1,151,35.8,2
2016,Solothurn,BT2016G60,ring_000019,19/06/16,100.2,224,41,2
2016,Solothurn,BT2016G60,ring_000271,19/06/16,101.7,217,39.4,2
2016,Solothurn,BT2016E66,ring_000906,12/06/16,88.5,209,38.4,3
2017,Solothurn,BT2017A58,ring_002849,14/06/17,92.2,212,40.6,3
2017,Solothurn,BT2017A58,ring_002103,14/06/17,67.4,195,37.6,3
2017,Solothurn,BT2017A58,ring_000442,14/06/17,99.8,213,41.2,3
2017,Solothurn,BT2017A46,ring_003066,14/06/17,89.3,212,38.9,3
2017,Solothurn,BT2017A46,ring_003080,14/06/17,89.5,211,39.2,3
2017,Solothurn,BT2017A46,ring_002798,14/06/17,97.6,224,41.3,3
2017,Solothurn,BT2017B16,ring_002308,14/06/17,87.6,207,38.1,3
2017,Solothurn,BT2017B16,ring_003175,14/06/17,90.9,197,38.3,3
2017,Solothurn,BT2017B2,ring_002281,12/06/17,87,216,39.7,3
2017,Solothurn,BT2017B2,ring_001102,12/06/17,95.5,220,41.8,3
2017,Solothurn,BT2017B2,ring_000335,12/06/17,91.9,217,39.6,3
2017,Solothurn,BT2017B86,ring_002278,14/06/17,92.9,213,40,2
2017,Solothurn,BT2017C6,ring_001694,14/06/17,102.8,220,41,3
2017,Solothurn,BT2017C6,ring_002513,14/06/17,103.8,210,40,3
2017,Solothurn,BT2017C6,ring_002338,14/06/17,110.6,232,42,3
2017,Solothurn,BT2017C13,ring_002728,14/06/17,93.8,224,41.8,2
2017,Solothurn,BT2017C13,ring_000458,14/06/17,91.9,218,39.1,2
2017,Solothurn,BT2017C94,ring_001926,13/06/17,97.6,226,41.3,3
2017,Solothurn,BT2017C94,ring_002389,13/06/17,103,222,40.4,3
2017,Solothurn,BT2017C94,ring_002420,13/06/17,97.8,229,40.7,3
2017,Solothurn,BT2017C28,ring_000620,14/06/17,107.6,223,44,3
2017,Solothurn,BT2017C28,ring_000758,14/06/17,103.6,214,40.9,3
2017,Solothurn,BT2017C28,ring_000779,14/06/17,97.6,218,40.5,3
2017,Solothurn,BT2017C29,ring_000654,13/06/17,89.9,225,41,3
2017,Solothurn,BT2017C29,ring_001402,13/06/17,91.8,216,42.3,3
2017,Solothurn,BT2017C29,ring_002968,13/06/17,94.1,217,41.2,3
2017,Solothurn,BT2017D80,ring_003190,15/06/17,91.2,197,38.1,3
2017,Solothurn,BT2017D80,ring_002833,15/06/17,100.8,223,39.8,3
2017,Solothurn,BT2017D80,ring_002061,15/06/17,96.6,216,38.6,3
2017,Solothurn,BT2017E43,ring_001867,10/06/17,93.8,225,39,3
2017,Solothurn,BT2017E43,ring_002027,10/06/17,95,215,39.4,3
2017,Solothurn,BT2017E43,ring_001835,10/06/17,87.4,216,38.4,3
2017,Solothurn,BT2017E51,ring_002608,14/06/17,90.4,219,41,1
2017,Solothurn,BT2017E98,ring_003100,14/06/17,90.1,218,38.8,3
2017,Solothurn,BT2017E98,ring_001985,14/06/17,88.5,214,40.7,3
2017,Solothurn,BT2017E98,ring_002487,14/06/17,73.6,198,37.4,3
2017,Solothurn,BT2017F35,ring_002435,14/06/17,92.7,221,38.7,3
2017,Solothurn,BT2017F35,ring_001229,14/06/17,92.1,219,40.6,3
2017,Solothurn,BT2017F36,ring_002972,10/06/17,103.4,237,41.9,2
2017,Solothurn,BT2017F36,ring_001544,10/06/17,103.2,228,40.3,2
2017,Solothurn,BT2017G10,ring_001474,15/06/17,95.1,211,38.8,3
2017,Solothurn,BT2017G10,ring_003194,15/06/17,95.1,218,39.3,3
2017,Solothurn,BT2017G10,ring_000485,15/06/17,98.9,209,40.6,3
2017,Solothurn,BT2017G107,ring_002695,11/06/17,100.6,223,40.1,3
2017,Solothurn,BT2017G107,ring_003162,11/06/17,101.8,223,41.1,3
2017,Solothurn,BT2017G14,ring_000499,15/06/17,99.3,210,39.8,3
2017,Solothurn,BT2017G14,ring_001723,15/06/17,98.3,212,40,3
2017,Solothurn,BT2017G60,ring_001639,15/06/17,92.7,207,39,1
2017,Solothurn,BT2017H57,ring_001680,12/06/17,102.4,209,41.2,2
2017,Solothurn,BT2017H57,ring_001258,12/06/17,103.2,194,39.8,2
2017,Solothurn,BT2017H26,ring_001004,12/06/17,117.1,214,41.5,2
2017,Solothurn,BT2017H26,ring_002436,12/06/17,113,216,41.9,2
2017,Solothurn,BT2017H25,ring_002919,12/06/17,100.2,207,38.5,3
2017,Solothurn,BT2017H25,ring_002524,12/06/17,103.2,207,37,3
2017,Solothurn,BT2017H74,ring_001433,14/06/17,98.4,229,39.8,3
2017,Solothurn,BT2017H74,ring_003189,14/06/17,93.3,226,38.7,3
2017,Solothurn,BT2017H74,ring_002374,14/06/17,91.3,219,39.1,3
2017,Solothurn,BT2017A50,ring_002850,16/06/17,88,221,37.9,3
2017,Solothurn,BT2017A50,ring_000024,16/06/17,94.1,221,38,3
2017,Solothurn,BT2017A50,ring_000845,16/06/17,95.6,232,40.2,3
2017,Solothurn,BT2017B62,ring_001532,17/06/17,98.6,229,39.7,1
2017,Solothurn,BT2017E66,ring_002625,16/06/17,91.4,225,39.1,3
2017,Solothurn,BT2017E66,ring_000173,16/06/17,103,223,40.5,3
2017,Solothurn,BT2017E82,ring_002017,19/06/17,83.7,217,39.3,2
2017,Solothurn,BT2017E82,ring_001292,19/06/17,90.8,223,39.4,2
2017,Solothurn,BT2017F5,ring_000908,19/06/17,97.1,220,41.2,2
2017,Solothurn,BT2017F4,ring_002016,16/06/17,96.7,220,40.5,3
2017,Solothurn,BT2017F4,ring_000481,16/06/17,95.4,221,40.6,3
2017,Solothurn,BT2017F4,ring_001068,16/06/17,100,226,41.3,3
2017,Solothurn,BT2017F21,ring_003047,19/06/17,105.5,226,40.3,3
2017,Solothurn,BT2017G37,ring_000050,16/06/17,86.8,210,39.6,3
2017,Solothurn,BT2017G37,ring_002006,16/06/17,101.1,225,42.4,3
2017,Solothurn,BT2017G77,ring_002879,20/06/17,98.3,208,39.5,3
2017,Solothurn,BT2017G77,ring_002842,20/06/17,96.5,212,39.5,3
2017,Solothurn,BT2017H53,ring_002932,16/06/17,83.8,189,NA,3
2017,Solothurn,BT2017B47,ring_001894,22/06/17,82,217,38.9,4
2017,Solothurn,BT2017B47,ring_001566,22/06/17,83.6,212,39,4
2017,Solothurn,BT2017G37,ring_000215,16/06/17,84.9,219,42,3
2017,Solothurn,BT2017F21,ring_000599,19/06/17,100.7,217,37.9,3
2017,Solothurn,BT2017G77,ring_002364,20/06/17,95.5,193,38.3,3
2017,Solothurn,BT2017H25,ring_002171,12/06/17,80.7,152,31.7,3
2018,Solothurn,BT2018D721,ring_002269,31/05/18,99.4,226,41.6,2
2018,Solothurn,BT2018E43,ring_002069,29/05/18,98.8,220,41.5,3
2018,Solothurn,BT2018E43,ring_001362,29/05/18,110.4,218,40,3
2018,Solothurn,BT2018G107,ring_001497,31/05/18,110.4,230,41.5,2
2018,Solothurn,BT2018G107,ring_002472,31/05/18,94.9,229,39.5,2
2018,Solothurn,BT2018G83,ring_000221,28/05/18,107.5,219,39.3,3
2018,Solothurn,BT2018G83,ring_000877,28/05/18,102.6,221,40.7,3
2018,Solothurn,BT2018G83,ring_001897,28/05/18,104.3,211,38.1,3
2018,Solothurn,BT2018F36,ring_002887,31/05/18,100.5,222,39.5,3
2018,Solothurn,BT2018F36,ring_001257,31/05/18,104.4,222,39.5,3
2018,Solothurn,BT2018F36,ring_000835,31/05/18,101.2,210,40.1,3
2018,Solothurn,BT2018F5,ring_002392,31/05/18,95.6,220,37.5,3
2018,Solothurn,BT2018F5,ring_002316,31/05/18,101.8,227,39.1,3
2018,Solothurn,BT2018F5,ring_001413,31/05/18,92.3,217,38.8,3
2018,Solothurn,BT2018C13,ring_001991,30/05/18,97.4,219,41.9,3
2018,Solothurn,BT2018C13,ring_000267,30/05/18,100.5,217,40.7,3
2018,Solothurn,BT2018C13,ring_002290,30/05/18,96.5,209,40,3
2018,Solothurn,BT2018H25,ring_000074,26/05/18,96,220,39.1,2
2018,Solothurn,BT2018H25,ring_001211,26/05/18,96.5,222,39.2,2
2018,Solothurn,BT2018H41,ring_001511,01/06/18,116,221,40.5,1
2018,Solothurn,BT2018A50,ring_002390,01/06/18,92.4,220,39,3
2018,Solothurn,BT2018A50,ring_001915,01/06/18,93.2,213,39,3
2018,Solothurn,BT2018A50,ring_002226,01/06/18,97.6,220,39.9,3
2018,Solothurn,BT2018C94,ring_002260,02/06/18,103.7,226,42,2
2018,Solothurn,BT2018C94,ring_003142,02/06/18,98.5,221,41.5,2
2018,Solothurn,BT2018B19,ring_001740,02/06/18,99.2,222,40,1
2018,Solothurn,BT2018F55,ring_002957,04/06/18,82.5,217,39,3
2018,Solothurn,BT2018F55,ring_001308,04/06/18,93.6,214,38.9,3
2018,Solothurn,BT2018G37,ring_000555,03/06/18,107.2,217,40.5,3
2018,Solothurn,BT2018G37,ring_002360,03/06/18,108.1,215,41.1,3
2018,Solothurn,BT2018C6,ring_002423,06/06/18,103.9,218,39.5,2
2018,Solothurn,BT2018C6,ring_002827,06/06/18,107.1,216,37.8,2
2018,Solothurn,BT2018D79,ring_000742,07/06/18,93.7,218,39.2,3
2018,Solothurn,BT2018D79,ring_000950,07/06/18,103.4,209,37.7,3
2018,Solothurn,BT2018G14,ring_002461,06/06/18,113.3,209,40.9,3
2018,Solothurn,BT2018G14,ring_000766,06/06/18,109.7,209,39.8,3
2018,Solothurn,BT2018A63,ring_001572,09/06/18,99.3,205,40,3
2018,Solothurn,BT2018A63,ring_001947,09/06/18,99.3,208,40,3
2018,Solothurn,BT2018B65,ring_000320,08/06/18,107.6,210,40.7,3
2018,Solothurn,BT2018B65,ring_000351,08/06/18,108.4,208,40.2,3
2018,Solothurn,BT2018B47,ring_001946,10/06/18,95.5,219,41.5,1
2018,Solothurn,BT2018B86,ring_002909,10/06/18,97.5,226,40.2,2
2018,Solothurn,BT2018F8,ring_002519,09/06/18,102.8,214,38,2
2018,Solothurn,BT2018F8,ring_002643,09/06/18,94,209,37.5,2
2018,Solothurn,BT2018B17,ring_001791,04/06/18,99.2,213,38.9,3
2018,Solothurn,BT2018B17,ring_000190,04/06/18,104,219,39.4,3
2018,Solothurn,BT2018G37,ring_001359,03/06/18,99.3,210,40.8,3
2018,Solothurn,BT2018F55,ring_003108,04/06/18,92.8,212,37.9,3
2018,Solothurn,BT2018D79,ring_003134,07/06/18,101.8,204,38.5,3
2018,Solothurn,BT2018G14,ring_001255,06/06/18,112.6,197,37.9,3
2018,Solothurn,BT2018H70,ring_000988,05/06/18,108.1,215,38.8,2
2018,Solothurn,BT2018H70,ring_002684,05/06/18,90.1,208,38.9,2
2019,Solothurn,BT2019A50,ring_001270,14/06/19,91.4,222,38.7,3
2019,Solothurn,BT2019A50,ring_002292,14/06/19,95.8,224,39.9,3
2019,Solothurn,BT2019A50,ring_003032,14/06/19,89,217,37.4,3
2019,Solothurn,BT2019A71,ring_002068,16/06/19,94.1,229,40.6,2
2019,Solothurn,BT2019G83,ring_002951,16/06/19,84.2,218,39.4,3
2019,Solothurn,BT2019G83,ring_000432,16/06/19,83,216,38,3
2019,Solothurn,BT2019G83,ring_001491,16/06/19,75.8,221,39,3
2019,Solothurn,BT2019B47,ring_002564,20/06/19,94.2,224,40.3,3
2019,Solothurn,BT2019B47,ring_000126,20/06/19,99.6,225,42.4,3
2019,Solothurn,BT2019B47,ring_002912,20/06/19,103.3,228,42.2,3
2019,Solothurn,BT2019C29,ring_002255,20/06/19,99.8,212,37.9,3
2019,Solothurn,BT2019C29,ring_002748,20/06/19,101.5,233,39,3
2019,Solothurn,BT2019C29,ring_000559,20/06/19,95.8,221,39.5,3
2019,Solothurn,BT2019C94,ring_000174,20/06/19,100.4,220,40.2,3
2019,Solothurn,BT2019C94,ring_000536,20/06/19,105.5,227,41.1,3
2019,Solothurn,BT2019C94,ring_002370,20/06/19,100.5,225,39.2,3
2019,Solothurn,BT2019E98,ring_001083,19/06/19,95.5,226,39.4,2
2019,Solothurn,BT2019E98,ring_001809,19/06/19,95.4,222,40.5,2
2019,Solothurn,BT2019D721,ring_003068,18/06/19,94.3,227,40,3
2019,Solothurn,BT2019D721,ring_002106,18/06/19,98.2,227,40.9,3
2019,Solothurn,BT2019D721,ring_000373,18/06/19,98.3,227,38.7,3
2019,Solothurn,BT2019E23,ring_001210,19/06/19,98.6,226,38.2,3
2019,Solothurn,BT2019E23,ring_000350,19/06/19,95.1,228,38.3,3
2019,Solothurn,BT2019E23,ring_002035,19/06/19,103.4,223,39.6,3
2019,Solothurn,BT2019E99,ring_003140,19/06/19,103.9,226,40,3
2019,Solothurn,BT2019E99,ring_003169,19/06/19,101.7,226,39,3
2019,Solothurn,BT2019E99,ring_002532,19/06/19,109.1,211,37.6,3
2019,Solothurn,BT2019F5,ring_000501,18/06/19,91.6,225,39.3,3
2019,Solothurn,BT2019F5,ring_002378,18/06/19,97,228,38.9,3
2019,Solothurn,BT2019F5,ring_000423,18/06/19,92.2,219,37.9,3
2019,Solothurn,BT2019F55,ring_002660,18/06/19,84.7,225,37.1,3
2019,Solothurn,BT2019F55,ring_002592,18/06/19,84.2,221,38.8,3
2019,Solothurn,BT2019F36,ring_002149,20/06/19,100.1,220,41.2,2
2019,Solothurn,BT2019F36,ring_001601,20/06/19,109.1,218,41,2
2019,Solothurn,BT2019H41,ring_001017,19/06/19,106.9,226,40.7,3
2019,Solothurn,BT2019H41,ring_002200,19/06/19,111.8,225,39.5,3
2019,Solothurn,BT2019A11,ring_002440,23/06/19,91.7,224,41.1,3
2019,Solothurn,BT2019B65,ring_001562,24/06/19,97.3,224,39.9,3
2019,Solothurn,BT2019B2,ring_002936,24/06/19,91.9,227,41,2
2019,Solothurn,BT2019B2,ring_001790,24/06/19,88.4,225,38.7,2
2019,Solothurn,BT2019C13,ring_000189,23/06/19,89.7,229,38.7,2
2019,Solothurn,BT2019C13,ring_001640,23/06/19,83.6,226,39.9,2
2019,Solothurn,BT2019C28,ring_003129,24/06/19,97.6,225,39.1,3
2019,Solothurn,BT2019C28,ring_001206,24/06/19,99.3,225,40.2,3
2019,Solothurn,BT2019C28,ring_002707,24/06/19,98.3,222,41.9,3
2019,Solothurn,BT2019E43,ring_002501,21/06/19,97.2,214,40.2,2
2019,Solothurn,BT2019E43,ring_000227,21/06/19,107.8,216,41.9,2
2019,Solothurn,BT2019E66,ring_001854,21/06/19,76.1,212,37.5,3
2019,Solothurn,BT2019E66,ring_000734,21/06/19,93.2,213,38.6,3
2019,Solothurn,BT2019E66,ring_001334,21/06/19,92.3,216,40.5,3
2019,Solothurn,BT2019G14,ring_001736,24/06/19,94.8,228,40.2,2
2019,Solothurn,BT2019G14,ring_002899,24/06/19,96.5,228,40.5,2
2019,Solothurn,BT2019G107,ring_002365,22/06/19,102.9,195,34.8,2
2019,Solothurn,BT2019G107,ring_000913,22/06/19,94.2,201,39.5,2
2019,Solothurn,BT2019H74,ring_001371,23/06/19,89.2,230,39.8,3
2019,Solothurn,BT2019H74,ring_002351,23/06/19,75.2,226,39.2,3
2019,Solothurn,BT2019F8,ring_002995,27/06/19,90.3,221,39.1,2
2019,Solothurn,BT2019F8,ring_000684,27/06/19,88,219,38.2,2
2019,Solothurn,BT2019H70,ring_001935,28/06/19,78.1,199,39,3
2019,Solothurn,BT2019H70,ring_001933,28/06/19,81.9,213,39.6,3
2019,Solothurn,BT2019B86,ring_002286,01/07/19,102.9,222,38.3,2
2019,Solothurn,BT2019B86,ring_001215,01/07/19,100.6,212,39.8,2
2019,Solothurn,BT2019H26,ring_000395,01/07/19,111,206,41,1
2020,Solothurn,BT2020B86,ring_002124,18/06/20,92.6,217,38,2
2020,Solothurn,BT2020B86,ring_003172,18/06/20,88.7,212,39.1,2
2020,Solothurn,BT2020B2,ring_002801,10/06/20,102,218,38.6,3
2020,Solothurn,BT2020H74,ring_000354,09/06/20,98.9,215,40.2,3
2020,Solothurn,BT2020H74,ring_000372,09/06/20,93,226,39.2,3
2020,Solothurn,BT2020A63,ring_001372,09/06/20,98.8,215,39.8,2
2020,Solothurn,BT2020B47,ring_002107,25/06/20,96.1,219,41.5,2
2020,Solothurn,BT2020B47,ring_001998,25/06/20,103.1,215,40.3,2
2020,Solothurn,BT2020B100,ring_000517,22/06/20,102.4,219,39.5,3
2020,Solothurn,BT2020B100,ring_000030,22/06/20,103.6,222,42.6,3
2020,Solothurn,BT2020B100,ring_001014,22/06/20,100.9,215,40.1,3
2020,Solothurn,BT2020B65,ring_000892,26/06/20,109.1,218,40.1,2
2020,Solothurn,BT2020B65,ring_001360,26/06/20,100.6,211,38.1,2
2020,Solothurn,BT2020C91,ring_001978,16/06/20,79.7,207,37.9,3
2020,Solothurn,BT2020C91,ring_002462,16/06/20,87.9,215,39,3
2020,Solothurn,BT2020C91,ring_001638,16/06/20,82.9,218,40,3
2020,Solothurn,BT2020E43,ring_000547,20/06/20,97.2,227,39.6,2
2020,Solothurn,BT2020F36,ring_003015,20/06/20,101.4,227,39.2,2
2020,Solothurn,BT2020F36,ring_002845,20/06/20,103.8,230,39,2
2020,Solothurn,BT2020G14,ring_002926,26/06/20,94.2,217,38,3
2020,Solothurn,BT2020G14,ring_001073,26/06/20,104.7,216,42,3
2020,Solothurn,BT2020G107,ring_002720,27/06/20,83.8,222,40.3,2
2020,Solothurn,BT2020G107,ring_001937,27/06/20,82.4,213,40.6,2
2021,Solothurn,BT2021A71,ring_000480,24/06/21,87.2,205,38.7,2
2021,Solothurn,BT2021A71,ring_000815,24/06/21,96.6,207,39.2,2
2021,Solothurn,BT2021A50,ring_002283,26/06/21,90.4,207,38.3,3
2021,Solothurn,BT2021C13,ring_002631,26/06/21,71.3,208,40,4
2021,Solothurn,BT2021C13,ring_000434,26/06/21,102.6,206,38.5,4
2021,Solothurn,BT2021C13,ring_000225,26/06/21,93.4,215,37.8,4
2021,Solothurn,BT2021C94,ring_002551,27/06/21,78.2,208,39.1,3
2021,Solothurn,BT2021C94,ring_000377,27/06/21,105.8,213,39.8,3
2021,Solothurn,BT2021D97,ring_000329,27/06/21,95.2,211,39.7,3
2021,Solothurn,BT2021D97,ring_001202,27/06/21,94.6,214,40.1,3
2021,Solothurn,BT2021D97,ring_000164,27/06/21,80.1,203,38,3
2021,Solothurn,BT2021E66,ring_000692,26/06/21,96.6,212,37.8,3
2021,Solothurn,BT2021E98,ring_001600,26/06/21,102.9,217,38.7,3
2021,Solothurn,BT2021E98,ring_002762,26/06/21,80.5,205,37,3
